"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
50,"quadratic",0.2,2,2,"MIC",0.9948,0.000719232924719105,0.401383650822103,10000,10000
50,"quadratic",0.2,2,1,"B_n",1,0,6.07617774384752,10000,10000
50,"quadratic",0.2,2,1,"P_n",1,0,6.06362222244147,10000,10000
50,"quadratic",0.2,2,1,"Hoeffding",0.9973,0.000518913287553907,0.021232230172365,10000,10000
50,"quadratic",0.2,2,1,"dCov",0.9988,0.000346202253025595,0.327936554022367,10000,10000
50,"quadratic",0.2,2,1,"HHG",1,0,3473.79613954702,10000,10000
50,"quadratic",0.2,2,1,"Genest",0.9981,0.000435475602072035,0.0581602862222211,10000,10000
50,"quadratic",0.2,2,1,"MIC",0.9951,0.00069828289396204,0.401931907222816,10000,10000
50,"quadratic",0.3,2,2,"B_n",0.9988,0.000346202253025595,9.47729608168219,10000,10000
50,"quadratic",0.3,2,2,"P_n",0.9985,0.00038700775186034,9.38418877979955,10000,10000
50,"quadratic",0.3,2,2,"Hoeffding",0.896,0.00305260544453423,0.0213358757008816,10000,10000
50,"quadratic",0.3,2,2,"dCov",0.9176,0.00274973162326799,0.328487624250468,10000,10000
50,"quadratic",0.3,2,2,"HHG",0.9836,0.00127008031242123,3490.45780386273,10000,10000
50,"quadratic",0.3,2,2,"Genest",0.8954,0.00306037317985895,0.0581109582222237,10000,10000
50,"quadratic",0.3,2,2,"MIC",0.8829,0.00321539406605162,0.401166312636981,10000,10000
50,"quadratic",0.3,2,1,"B_n",0.9998,0.0001414072133945,5.91046624131873,10000,10000
50,"quadratic",0.3,2,1,"P_n",0.9998,0.0001414072133945,5.90843886901883,10000,10000
50,"quadratic",0.3,2,1,"Hoeffding",0.9093,0.00287182015453614,0.0207203977798335,10000,10000
50,"quadratic",0.3,2,1,"dCov",0.9189,0.00272988626136694,0.328486328356959,10000,10000
50,"quadratic",0.3,2,1,"HHG",0.9847,0.00122743268654538,3434.8731822962,10000,10000
50,"quadratic",0.3,2,1,"Genest",0.9176,0.00274973162326799,0.0563359502222223,10000,10000
50,"quadratic",0.3,2,1,"MIC",0.899,0.0030132872415354,0.39735068243982,10000,10000
50,"quadratic",0.4,2,2,"B_n",0.9713,0.00166962001665049,9.30109095772026,10000,10000
50,"quadratic",0.4,2,2,"P_n",0.9706,0.00168924953751659,9.20400026174563,10000,10000
50,"quadratic",0.4,2,2,"Hoeffding",0.6629,0.00472719356489662,0.0198670684740131,10000,10000
50,"quadratic",0.4,2,2,"dCov",0.689,0.00462902797572017,0.326235300502202,10000,10000
50,"quadratic",0.4,2,2,"HHG",0.8712,0.00334978447067867,3406.51589397783,10000,10000
50,"quadratic",0.4,2,2,"Genest",0.6439,0.00478845267283702,0.05669249422222,10000,10000
50,"quadratic",0.4,2,2,"MIC",0.6475,0.00477748626371652,0.399666756867147,10000,10000
50,"quadratic",0.4,2,1,"B_n",0.9874,0.00111540306616039,5.94284500018449,10000,10000
50,"quadratic",0.4,2,1,"P_n",0.9874,0.00111540306616039,5.93880359272714,10000,10000
50,"quadratic",0.4,2,1,"Hoeffding",0.6451,0.00478483009102727,0.0207646689573147,10000,10000
50,"quadratic",0.4,2,1,"dCov",0.6897,0.0046261637454807,0.327420072363746,10000,10000
50,"quadratic",0.4,2,1,"HHG",0.8598,0.00347194412397435,3448.32874143815,10000,10000
50,"quadratic",0.4,2,1,"Genest",0.6336,0.00481820547507057,0.0576356142222257,10000,10000
50,"quadratic",0.4,2,1,"MIC",0.6402,0.00479941621449943,0.401925020811018,10000,10000
50,"quadratic",0.5,2,2,"B_n",0.8712,0.00334978447067867,9.28141434726261,10000,10000
50,"quadratic",0.5,2,2,"P_n",0.868,0.0033849076796864,9.20752193048526,10000,10000
50,"quadratic",0.5,2,2,"Hoeffding",0.4231,0.00494050999391763,0.0205073486378825,10000,10000
50,"quadratic",0.5,2,2,"dCov",0.4667,0.0049888987762832,0.325533274408337,10000,10000
50,"quadratic",0.5,2,2,"HHG",0.6675,0.00471109063805824,3432.51817302283,10000,10000
50,"quadratic",0.5,2,2,"Genest",0.4146,0.00492652859526868,0.056636398222222,10000,10000
50,"quadratic",0.5,2,2,"MIC",0.4396,0.00496338432926567,0.398855264200757,10000,10000
50,"quadratic",0.5,2,1,"B_n",0.9371,0.0024278301011397,5.80010205869892,10000,10000
50,"quadratic",0.5,2,1,"P_n",0.9371,0.0024278301011397,5.80478264124931,10000,10000
50,"quadratic",0.5,2,1,"Hoeffding",0.4227,0.00493988572742326,0.0205292954369537,10000,10000
50,"quadratic",0.5,2,1,"dCov",0.4446,0.00496921361987991,0.328631933890633,10000,10000
50,"quadratic",0.5,2,1,"HHG",0.6701,0.00470176551946181,3428.87957306007,10000,10000
50,"quadratic",0.5,2,1,"Genest",0.4019,0.0049028194949437,0.0571175822222209,10000,10000
50,"quadratic",0.5,2,1,"MIC",0.44,0.00496386945839634,0.398336007058097,10000,10000
50,"quadratic",0.6,2,2,"B_n",0.711,0.00453297915283095,9.41929260118549,10000,10000
50,"quadratic",0.6,2,2,"P_n",0.7071,0.00455092946550482,9.33661372630006,10000,10000
50,"quadratic",0.6,2,2,"Hoeffding",0.2807,0.00449341195529633,0.0208245860786497,10000,10000
50,"quadratic",0.6,2,2,"dCov",0.3049,0.00460365061663024,0.328036666525711,10000,10000
50,"quadratic",0.6,2,2,"HHG",0.4995,0.00499999749999937,3429.04565446831,10000,10000
50,"quadratic",0.6,2,2,"Genest",0.2733,0.00445653576222608,0.0572677582222198,10000,10000
50,"quadratic",0.6,2,2,"MIC",0.3142,0.00464196467026624,0.397557469053444,10000,10000
50,"quadratic",0.6,2,1,"B_n",0.8062,0.00395274031527496,6.04764492966191,10000,10000
50,"quadratic",0.6,2,1,"P_n",0.8062,0.00395274031527496,6.03694116172649,10000,10000
50,"quadratic",0.6,2,1,"Hoeffding",0.2718,0.00444887356529718,0.0207422501840699,10000,10000
50,"quadratic",0.6,2,1,"dCov",0.2807,0.00449341195529633,0.330959295521384,10000,10000
50,"quadratic",0.6,2,1,"HHG",0.4599,0.00498389395954609,3481.74310882607,10000,10000
50,"quadratic",0.6,2,1,"Genest",0.2543,0.00435467002194196,0.0578951822222239,10000,10000
50,"quadratic",0.6,2,1,"MIC",0.2952,0.0045613261229603,0.401939609504226,10000,10000
50,"quadratic",0.7,2,2,"B_n",0.5684,0.00495299343831586,9.40992541998436,10000,10000
50,"quadratic",0.7,2,2,"P_n",0.5662,0.00495598184016043,9.31608757752091,10000,10000
50,"quadratic",0.7,2,2,"Hoeffding",0.2164,0.00411790043590177,0.0198274698408503,10000,10000
50,"quadratic",0.7,2,2,"dCov",0.2259,0.00418173636184779,0.327365216745613,10000,10000
50,"quadratic",0.7,2,2,"HHG",0.3708,0.00483019005837244,3428.35527389614,10000,10000
50,"quadratic",0.7,2,2,"Genest",0.2181,0.00412955675587587,0.0555728302222237,10000,10000
50,"quadratic",0.7,2,2,"MIC",0.2255,0.00417911174772822,0.399865572049286,10000,10000
50,"quadratic",0.7,2,1,"B_n",0.6756,0.00468150232297283,5.96836896758521,10000,10000
50,"quadratic",0.7,2,1,"P_n",0.6756,0.00468150232297283,5.96272511985679,10000,10000
50,"quadratic",0.7,2,1,"Hoeffding",0.1918,0.00393716598583296,0.0214078989597689,10000,10000
50,"quadratic",0.7,2,1,"dCov",0.1932,0.00394808510546569,0.33133634725368,10000,10000
50,"quadratic",0.7,2,1,"HHG",0.3559,0.00478785118816364,3438.92797358943,10000,10000
50,"quadratic",0.7,2,1,"Genest",0.1774,0.00382006858577173,0.0584033902222213,10000,10000
50,"quadratic",0.7,2,1,"MIC",0.2305,0.00421152881979929,0.399226476466868,10000,10000
50,"quadratic",0.8,2,2,"B_n",0.4308,0.00495188206644706,9.59881096719002,10000,10000
50,"quadratic",0.8,2,2,"P_n",0.4281,0.00494803385194564,9.47709173394597,10000,10000
50,"quadratic",0.8,2,2,"Hoeffding",0.1467,0.00353806599712329,0.0212508731522211,10000,10000
50,"quadratic",0.8,2,2,"dCov",0.1509,0.00357951379379938,0.331872323167491,10000,10000
50,"quadratic",0.8,2,2,"HHG",0.2634,0.00440477513614486,3466.76599043602,10000,10000
50,"quadratic",0.8,2,2,"Genest",0.1339,0.00340544842862141,0.0587905582222217,10000,10000
50,"quadratic",0.8,2,2,"MIC",0.1691,0.00374840219293501,0.400234061166017,10000,10000
50,"quadratic",0.8,2,1,"B_n",0.5633,0.0049597692486647,6.03452111916015,10000,10000
50,"quadratic",0.8,2,1,"P_n",0.5633,0.0049597692486647,6.02466365846366,10000,10000
50,"quadratic",0.8,2,1,"Hoeffding",0.1471,0.00354205575901905,0.0212773745020672,10000,10000
50,"quadratic",0.8,2,1,"dCov",0.1587,0.00365396100143392,0.330472570839807,10000,10000
50,"quadratic",0.8,2,1,"HHG",0.2838,0.0045084094756355,3421.44749828935,10000,10000
50,"quadratic",0.8,2,1,"Genest",0.14,0.00346987031457949,0.0580068622222197,10000,10000
50,"quadratic",0.8,2,1,"MIC",0.1893,0.00391746742168968,0.395923052011394,10000,10000
50,"quadratic",0.9,2,2,"B_n",0.376,0.00484380016103059,9.26428508201212,10000,10000
50,"quadratic",0.9,2,2,"P_n",0.3709,0.0048304574317553,9.21955191935007,10000,10000
50,"quadratic",0.9,2,2,"Hoeffding",0.1288,0.00334978447067867,0.0206965394853594,10000,10000
50,"quadratic",0.9,2,2,"dCov",0.1459,0.00353005934794303,0.325915627652635,10000,10000
50,"quadratic",0.9,2,2,"HHG",0.2246,0.0041731863126393,3440.22783318772,10000,10000
50,"quadratic",0.9,2,2,"Genest",0.1296,0.00335862829143089,0.05674956622222,10000,10000
50,"quadratic",0.9,2,2,"MIC",0.1461,0.00353206441051122,0.4,10000,10000
50,"quadratic",0.9,2,1,"B_n",0.466,0.00498842660565433,5.94442944503081,10000,10000
50,"quadratic",0.9,2,1,"P_n",0.466,0.00498842660565433,5.94028895056037,10000,10000
50,"quadratic",0.9,2,1,"Hoeffding",0.1324,0.00338925124474418,0.020191597915762,10000,10000
50,"quadratic",0.9,2,1,"dCov",0.1402,0.00347194412397435,0.327820832512341,10000,10000
50,"quadratic",0.9,2,1,"HHG",0.2308,0.00421344704487905,3403.16082943382,10000,10000
50,"quadratic",0.9,2,1,"Genest",0.1256,0.0033139800844302,0.0568033102222194,10000,10000
50,"quadratic",0.9,2,1,"MIC",0.1392,0.00346155109741283,0.400165514220387,10000,10000
50,"quadratic",1,2,2,"B_n",0.2842,0.00451032548714613,9.45689183663386,10000,10000
50,"quadratic",1,2,2,"P_n",0.2854,0.00451604738681958,9.33367970227987,10000,10000
50,"quadratic",1,2,2,"Hoeffding",0.1157,0.00319864830827023,0.0200541354377088,10000,10000
50,"quadratic",1,2,2,"dCov",0.1142,0.00318054020568834,0.328614890397945,10000,10000
50,"quadratic",1,2,2,"HHG",0.19,0.00392300904918661,3427.65881528514,10000,10000
50,"quadratic",1,2,2,"Genest",0.1051,0.00306682229677561,0.0571068782222194,10000,10000
50,"quadratic",1,2,2,"MIC",0.128,0.00334089808285138,0.398853905458793,10000,10000
50,"quadratic",1,2,1,"B_n",0.3933,0.00488482456184457,6.01638485733443,10000,10000
50,"quadratic",1,2,1,"P_n",0.3933,0.00488482456184457,6.0076912691755,10000,10000
50,"quadratic",1,2,1,"Hoeffding",0.1179,0.00322489674253301,0.0199232334006683,10000,10000
50,"quadratic",1,2,1,"dCov",0.126,0.00331849363416596,0.326156932742343,10000,10000
50,"quadratic",1,2,1,"HHG",0.1989,0.00399172631827384,3387.70305188779,10000,10000
50,"quadratic",1,2,1,"Genest",0.1184,0.00323081166272502,0.0562588142222206,10000,10000
50,"quadratic",1,2,1,"MIC",0.115,0.00319021942818985,0.401925020811018,10000,10000
50,"quadratic",1.1,2,2,"B_n",0.2296,0.0042057560556932,9.65069317211725,10000,10000
50,"quadratic",1.1,2,2,"P_n",0.2286,0.00419930994331212,9.5266430543356,10000,10000
50,"quadratic",1.1,2,2,"Hoeffding",0.097,0.00295957767257425,0.0208646566859861,10000,10000
50,"quadratic",1.1,2,2,"dCov",0.1007,0.00300931071842042,0.328401370393886,10000,10000
50,"quadratic",1.1,2,2,"HHG",0.1455,0.00352604239906442,3496.42781727229,10000,10000
50,"quadratic",1.1,2,2,"Genest",0.0932,0.00290712504031044,0.0577941742222222,10000,10000
50,"quadratic",1.1,2,2,"MIC",0.1073,0.00309494281045708,0.401961862327909,10000,10000
50,"quadratic",1.1,2,1,"B_n",0.3305,0.00470393186600316,5.97632062170716,10000,10000
50,"quadratic",1.1,2,1,"P_n",0.3305,0.00470393186600316,5.97017486481155,10000,10000
50,"quadratic",1.1,2,1,"Hoeffding",0.1002,0.00300266481645887,0.0209310634522079,10000,10000
50,"quadratic",1.1,2,1,"dCov",0.0955,0.0029390432116592,0.331449040914916,10000,10000
50,"quadratic",1.1,2,1,"HHG",0.1548,0.00361713920108143,3462.63194639953,10000,10000
50,"quadratic",1.1,2,1,"Genest",0.098,0.00297314648142334,0.0571522062222202,10000,10000
50,"quadratic",1.1,2,1,"MIC",0.1006,0.00300798337761365,0.404330887438383,10000,10000
50,"quadratic",1.2,2,2,"B_n",0.2116,0.00408442700999785,9.4447620794067,10000,10000
50,"quadratic",1.2,2,2,"P_n",0.212,0.00408724846320847,9.32220667905294,10000,10000
50,"quadratic",1.2,2,2,"Hoeffding",0.0841,0.00277537727165155,0.0213707073948913,10000,10000
50,"quadratic",1.2,2,2,"dCov",0.0904,0.00286753971201795,0.329276943400071,10000,10000
50,"quadratic",1.2,2,2,"HHG",0.1285,0.00334645708175079,3487.67012793706,10000,10000
50,"quadratic",1.2,2,2,"Genest",0.0808,0.00272527723360395,0.0582060782222203,10000,10000
50,"quadratic",1.2,2,2,"MIC",0.0947,0.00292800119535495,0.399650658234708,10000,10000
50,"quadratic",1.2,2,1,"B_n",0.2649,0.00441279945159532,6.20919112656244,10000,10000
50,"quadratic",1.2,2,1,"P_n",0.2649,0.00441279945159532,6.18778949071547,10000,10000
50,"quadratic",1.2,2,1,"Hoeffding",0.0857,0.00279920542297274,0.0207676659933168,10000,10000
50,"quadratic",1.2,2,1,"dCov",0.0927,0.00290011568734766,0.328461761644054,10000,10000
50,"quadratic",1.2,2,1,"HHG",0.1297,0.00335973079278683,3456.03528203846,10000,10000
50,"quadratic",1.2,2,1,"Genest",0.0852,0.00279179082310978,0.0569608782222217,10000,10000
50,"quadratic",1.2,2,1,"MIC",0.0964,0.00295139018091475,0.400504467381186,10000,10000
50,"quadratic",1.3,2,2,"B_n",0.1811,0.00385101012722636,9.55571874723599,10000,10000
50,"quadratic",1.3,2,2,"P_n",0.18,0.00384187454245971,9.45020429507675,10000,10000
50,"quadratic",1.3,2,2,"Hoeffding",0.0825,0.00275124971603815,0.0202909956767166,10000,10000
50,"quadratic",1.3,2,2,"dCov",0.0838,0.00277087639565535,0.327399929430901,10000,10000
50,"quadratic",1.3,2,2,"HHG",0.1193,0.00324141188373215,3436.18667029172,10000,10000
50,"quadratic",1.3,2,2,"Genest",0.0806,0.00272219837631279,0.056612062222222,10000,10000
50,"quadratic",1.3,2,2,"MIC",0.0862,0.00280659152710187,0.401067172648429,10000,10000
50,"quadratic",1.3,2,1,"B_n",0.2372,0.00425365913067796,6.0075846236582,10000,10000
50,"quadratic",1.3,2,1,"P_n",0.2372,0.00425365913067796,5.99945341013864,10000,10000
50,"quadratic",1.3,2,1,"Hoeffding",0.0747,0.00262906656439125,0.0205061451037399,10000,10000
50,"quadratic",1.3,2,1,"dCov",0.0813,0.00273295279871424,0.327708905579582,10000,10000
50,"quadratic",1.3,2,1,"HHG",0.1118,0.00315120231023018,3463.29679193521,10000,10000
50,"quadratic",1.3,2,1,"Genest",0.075,0.00263391343821318,0.0567808302222231,10000,10000
50,"quadratic",1.3,2,1,"MIC",0.0903,0.00286611077943613,0.399531559980591,10000,10000
50,"quadratic",1.4,2,2,"B_n",0.1644,0.00370638152380459,9.42905222145689,10000,10000
50,"quadratic",1.4,2,2,"P_n",0.1635,0.00369821240601456,9.32962455592138,10000,10000
50,"quadratic",1.4,2,2,"Hoeffding",0.078,0.00268171586861845,0.0202132851290377,10000,10000
50,"quadratic",1.4,2,2,"dCov",0.08,0.00271293199325011,0.327464656483694,10000,10000
50,"quadratic",1.4,2,2,"HHG",0.1155,0.00319624388931758,3425.46127738863,10000,10000
50,"quadratic",1.4,2,2,"Genest",0.076,0.0026499811320083,0.0566247022222206,10000,10000
50,"quadratic",1.4,2,2,"MIC",0.0776,0.00267541099646391,0.400094563144922,10000,10000
50,"quadratic",1.4,2,1,"B_n",0.2057,0.00404212209117934,6.12493140940122,10000,10000
50,"quadratic",1.4,2,1,"P_n",0.2057,0.00404212209117934,6.10917431828212,10000,10000
50,"quadratic",1.4,2,1,"Hoeffding",0.0738,0.00261445137648418,0.0212575751854858,10000,10000
50,"quadratic",1.4,2,1,"dCov",0.0704,0.00255819936674216,0.331814935591182,10000,10000
50,"quadratic",1.4,2,1,"HHG",0.1068,0.00308858802691456,3459.89243871849,10000,10000
50,"quadratic",1.4,2,1,"Genest",0.0699,0.00254978410850801,0.0582257262222218,10000,10000
50,"quadratic",1.4,2,1,"MIC",0.0728,0.00259807929055293,0.404282544803567,10000,10000
50,"quadratic",1.5,2,2,"B_n",0.1406,0.00347608457894799,9.49478110088809,10000,10000
50,"quadratic",1.5,2,2,"P_n",0.1387,0.00345633201530177,9.40274662853466,10000,10000
50,"quadratic",1.5,2,2,"Hoeffding",0.0716,0.00257824436390347,0.020791595083917,10000,10000
50,"quadratic",1.5,2,2,"dCov",0.0717,0.0025799052308176,0.330259979848193,10000,10000
50,"quadratic",1.5,2,2,"HHG",0.0984,0.00297854729692177,3446.0774327281,10000,10000
50,"quadratic",1.5,2,2,"Genest",0.0696,0.00254471688012635,0.0579377902222223,10000,10000
50,"quadratic",1.5,2,2,"MIC",0.079,0.0026973876250921,0.40037532204172,10000,10000
50,"quadratic",1.5,2,1,"B_n",0.1877,0.00390472419000369,6.03110147052153,10000,10000
50,"quadratic",1.5,2,1,"P_n",0.1877,0.00390472419000369,6.0214639629238,10000,10000
50,"quadratic",1.5,2,1,"Hoeffding",0.0717,0.0025799052308176,0.0205636551567898,10000,10000
50,"quadratic",1.5,2,1,"dCov",0.0731,0.00260300576257526,0.329659937329225,10000,10000
50,"quadratic",1.5,2,1,"HHG",0.0996,0.00299465924605789,3438.73499930084,10000,10000
50,"quadratic",1.5,2,1,"Genest",0.0697,0.00254640746935757,0.0572080462222194,10000,10000
50,"quadratic",1.5,2,1,"MIC",0.0712,0.00257158628087801,0.4,10000,10000
50,"quadratic",1.6,2,2,"B_n",0.1321,0.00338599453632164,9.39668444402929,10000,10000
50,"quadratic",1.6,2,2,"P_n",0.1324,0.00338925124474418,9.28786914407751,10000,10000
50,"quadratic",1.6,2,2,"Hoeffding",0.0646,0.00245818713689581,0.021017269535011,10000,10000
50,"quadratic",1.6,2,2,"dCov",0.0681,0.002519174269478,0.329684943001418,10000,10000
50,"quadratic",1.6,2,2,"HHG",0.096,0.00294591242232351,3414.07017257777,10000,10000
50,"quadratic",1.6,2,2,"Genest",0.067,0.00250021999032085,0.057481582222223,10000,10000
50,"quadratic",1.6,2,2,"MIC",0.0737,0.0026128205066556,0.401925020811018,10000,10000
50,"quadratic",1.6,2,1,"B_n",0.176,0.00380820167533181,5.93035521433565,10000,10000
50,"quadratic",1.6,2,1,"P_n",0.176,0.00380820167533181,5.92709311764228,10000,10000
50,"quadratic",1.6,2,1,"Hoeffding",0.069,0.00253454137863243,0.0206337669202741,10000,10000
50,"quadratic",1.6,2,1,"dCov",0.066,0.00248282097622845,0.329955259195397,10000,10000
50,"quadratic",1.6,2,1,"HHG",0.0968,0.00295685238048841,3446.21154373865,10000,10000
50,"quadratic",1.6,2,1,"Genest",0.0677,0.00251230392269725,0.0571003022222221,10000,10000
50,"quadratic",1.6,2,1,"MIC",0.0695,0.00254302477376844,0.401852760522849,10000,10000
50,"quadratic",1.7,2,2,"B_n",0.1221,0.00327401267560161,9.41960392171451,10000,10000
50,"quadratic",1.7,2,2,"P_n",0.1229,0.00328322387296389,9.29030777596649,10000,10000
50,"quadratic",1.7,2,2,"Hoeffding",0.0699,0.00254978410850801,0.0198282957956541,10000,10000
50,"quadratic",1.7,2,2,"dCov",0.0727,0.002596434285708,0.326761823092794,10000,10000
50,"quadratic",1.7,2,2,"HHG",0.0976,0.00296773044598056,3399.99199467762,10000,10000
50,"quadratic",1.7,2,2,"Genest",0.0719,0.00258322259977726,0.0561951982222215,10000,10000
50,"quadratic",1.7,2,2,"MIC",0.0706,0.00256155499648163,0.40005490273199,10000,10000
50,"quadratic",1.7,2,1,"B_n",0.1536,0.00360564890137684,6.04190486362009,10000,10000
50,"quadratic",1.7,2,1,"P_n",0.1536,0.00360564890137684,6.0315716827686,10000,10000
50,"quadratic",1.7,2,1,"Hoeffding",0.0658,0.00247932168142821,0.0202488483830165,10000,10000
50,"quadratic",1.7,2,1,"dCov",0.0692,0.00253793932157568,0.326568268160061,10000,10000
50,"quadratic",1.7,2,1,"HHG",0.0934,0.00290992164842973,3409.76527563805,10000,10000
50,"quadratic",1.7,2,1,"Genest",0.0666,0.00249327976769555,0.0560883502222225,10000,10000
50,"quadratic",1.7,2,1,"MIC",0.069,0.00253454137863243,0.399519886426893,10000,10000
50,"quadratic",1.8,2,2,"B_n",0.1212,0.00326359556317875,9.1892718817903,10000,10000
50,"quadratic",1.8,2,2,"P_n",0.1212,0.00326359556317875,9.11437478189508,10000,10000
50,"quadratic",1.8,2,2,"Hoeffding",0.0633,0.00243501765907354,0.0202960693990825,10000,10000
50,"quadratic",1.8,2,2,"dCov",0.0692,0.00253793932157568,0.325428624523899,10000,10000
50,"quadratic",1.8,2,2,"HHG",0.0755,0.00264196423140057,3449.71169772888,10000,10000
50,"quadratic",1.8,2,2,"Genest",0.0633,0.00243501765907354,0.0566247182222218,10000,10000
50,"quadratic",1.8,2,2,"MIC",0.071,0.00256824843035093,0.398810320528982,10000,10000
50,"quadratic",1.8,2,1,"B_n",0.1528,0.00359794608075218,5.90604770806096,10000,10000
50,"quadratic",1.8,2,1,"P_n",0.1528,0.00359794608075218,5.90429364705527,10000,10000
50,"quadratic",1.8,2,1,"Hoeffding",0.0646,0.00245818713689581,0.0205030300741943,10000,10000
50,"quadratic",1.8,2,1,"dCov",0.0688,0.00253113729378712,0.327023224499177,10000,10000
50,"quadratic",1.8,2,1,"HHG",0.0811,0.00272988626136695,3434.67676901995,10000,10000
50,"quadratic",1.8,2,1,"Genest",0.0673,0.00250540834995016,0.0570039982222198,10000,10000
50,"quadratic",1.8,2,1,"MIC",0.0665,0.00249154068800812,0.399666414419827,10000,10000
50,"quadratic",1.9,2,2,"B_n",0.1133,0.0031695916140727,9.32056715561166,10000,10000
50,"quadratic",1.9,2,2,"P_n",0.1146,0.0031853860048666,9.21093711197444,10000,10000
50,"quadratic",1.9,2,2,"Hoeffding",0.0678,0.00251402386623516,0.0204568474013102,10000,10000
50,"quadratic",1.9,2,2,"dCov",0.0665,0.00249154068800812,0.328125608288889,10000,10000
50,"quadratic",1.9,2,2,"HHG",0.0857,0.00279920542297274,3432.57111325747,10000,10000
50,"quadratic",1.9,2,2,"Genest",0.0662,0.00248631373724235,0.0568372942222214,10000,10000
50,"quadratic",1.9,2,2,"MIC",0.0641,0.00244930990280936,0.403001742841777,10000,10000
50,"quadratic",1.9,2,1,"B_n",0.1293,0.00335531682557698,5.98534522483441,10000,10000
50,"quadratic",1.9,2,1,"P_n",0.1293,0.00335531682557698,5.97862837749376,10000,10000
50,"quadratic",1.9,2,1,"Hoeffding",0.0587,0.00235062353429893,0.0210376588193094,10000,10000
50,"quadratic",1.9,2,1,"dCov",0.0633,0.00243501765907354,0.328279547011406,10000,10000
