"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
200,"cubic",2,4,1,"dCov",0.7043,0.00456356779285681,0.166422135209947,10000,10000
200,"cubic",2,4,1,"HHG",0.905,0.00293214938227915,56808.2983262866,10000,10000
200,"cubic",2,4,1,"Genest",0.6396,0.0048011648586567,0.0583801361389059,10000,10000
200,"cubic",2,4,1,"MIC",0.6703,0.00470104148035305,0.261763405742467,10000,10000
200,"sine",0.1,4,4,"B_n",1,0,26.4023890353992,10000,10000
200,"sine",0.1,4,4,"P_n",1,0,26.23935102088,10000,10000
200,"sine",0.1,4,4,"Hoeffding",1,0,0.00486938337516008,10000,10000
200,"sine",0.1,4,4,"dCov",1,0,0.161422002564824,10000,10000
200,"sine",0.1,4,4,"HHG",1,0,58306.93492653,10000,10000
200,"sine",0.1,4,4,"Genest",1,0,0.058921366951385,10000,10000
200,"sine",0.1,4,4,"MIC",1,0,0.261190290477604,10000,10000
200,"sine",0.1,4,1,"B_n",1,0,9.4722789495798,10000,10000
200,"sine",0.1,4,1,"P_n",1,0,9.43574910841553,10000,10000
200,"sine",0.1,4,1,"Hoeffding",1,0,0.0047576520457058,10000,10000
200,"sine",0.1,4,1,"dCov",1,0,0.161765391280542,10000,10000
200,"sine",0.1,4,1,"HHG",1,0,58535.2884531075,10000,10000
200,"sine",0.1,4,1,"Genest",1,0,0.0584890610764053,10000,10000
200,"sine",0.1,4,1,"MIC",1,0,0.260387975068785,10000,10000
200,"sine",0.2,4,4,"B_n",1,0,26.2419925792221,10000,10000
200,"sine",0.2,4,4,"P_n",1,0,26.0640420438464,10000,10000
200,"sine",0.2,4,4,"Hoeffding",1,0,0.00456692406969536,10000,10000
200,"sine",0.2,4,4,"dCov",1,0,0.161527091866309,10000,10000
200,"sine",0.2,4,4,"HHG",1,0,56984.7058475424,10000,10000
200,"sine",0.2,4,4,"Genest",1,0,0.0570724637638901,10000,10000
200,"sine",0.2,4,4,"MIC",1,0,0.260295219855062,10000,10000
200,"sine",0.2,4,1,"B_n",1,0,9.5620839129063,10000,10000
200,"sine",0.2,4,1,"P_n",1,0,9.52304347144358,10000,10000
200,"sine",0.2,4,1,"Hoeffding",1,0,0.00447790656079653,10000,10000
200,"sine",0.2,4,1,"dCov",1,0,0.160181568050683,10000,10000
200,"sine",0.2,4,1,"HHG",1,0,56813.4940368409,10000,10000
200,"sine",0.2,4,1,"Genest",1,0,0.0558779367013794,10000,10000
200,"sine",0.2,4,1,"MIC",1,0,0.260962203740747,10000,10000
200,"sine",0.3,4,4,"B_n",0.999,0.000316069612585582,26.7747307328237,10000,10000
200,"sine",0.3,4,4,"P_n",0.9989,0.00033148001448051,26.546550554674,10000,10000
200,"sine",0.3,4,4,"Hoeffding",1,0,0.00464398669541953,10000,10000
200,"sine",0.3,4,4,"dCov",1,0,0.163695173387509,10000,10000
200,"sine",0.3,4,4,"HHG",1,0,57842.7099305739,10000,10000
200,"sine",0.3,4,4,"Genest",1,0,0.0573096250763714,10000,10000
200,"sine",0.3,4,4,"MIC",1,0,0.260419493220958,10000,10000
200,"sine",0.3,4,1,"B_n",1,0,9.39607239439015,10000,10000
200,"sine",0.3,4,1,"P_n",1,0,9.3616416152081,10000,10000
200,"sine",0.3,4,1,"Hoeffding",1,0,0.00460159766369021,10000,10000
200,"sine",0.3,4,1,"dCov",1,0,0.163541788796813,10000,10000
200,"sine",0.3,4,1,"HHG",1,0,57279.3052604339,10000,10000
200,"sine",0.3,4,1,"Genest",1,0,0.0577500953264089,10000,10000
200,"sine",0.3,4,1,"MIC",1,0,0.260622709452739,10000,10000
200,"sine",0.4,4,4,"B_n",0.9731,0.00161791192590944,26.4653401263759,10000,10000
200,"sine",0.4,4,4,"P_n",0.9714,0.00166679452842874,26.292652894441,10000,10000
200,"sine",0.4,4,4,"Hoeffding",1,0,0.00484921138801945,10000,10000
200,"sine",0.4,4,4,"dCov",1,0,0.166866798913054,10000,10000
200,"sine",0.4,4,4,"HHG",1,0,57588.7982070523,10000,10000
200,"sine",0.4,4,4,"Genest",1,0,0.0591607306388951,10000,10000
200,"sine",0.4,4,4,"MIC",1,0,0.261434616444384,10000,10000
200,"sine",0.4,4,1,"B_n",0.9991,0.000299864969611326,9.29866889089246,10000,10000
200,"sine",0.4,4,1,"P_n",0.9991,0.000299864969611326,9.26687906350952,10000,10000
200,"sine",0.4,4,1,"Hoeffding",1,0,0.00474587670229129,10000,10000
200,"sine",0.4,4,1,"dCov",1,0,0.166097331828394,10000,10000
200,"sine",0.4,4,1,"HHG",1,0,57074.5940907561,10000,10000
200,"sine",0.4,4,1,"Genest",1,0,0.0584879618263744,10000,10000
200,"sine",0.4,4,1,"MIC",1,0,0.260172519185798,10000,10000
200,"sine",0.5,4,4,"B_n",0.8643,0.00342469721289343,26.4701849457509,10000,10000
200,"sine",0.5,4,4,"P_n",0.8565,0.00350582016081829,26.3637117884675,10000,10000
200,"sine",0.5,4,4,"Hoeffding",0.9972,0.000528408932551298,0.00473191150621085,10000,10000
200,"sine",0.5,4,4,"dCov",0.997,0.000546900356555013,0.166256689138227,10000,10000
200,"sine",0.5,4,4,"HHG",0.9985,0.00038700775186034,57457.2023904553,10000,10000
200,"sine",0.5,4,4,"Genest",0.9967,0.000573507628545599,0.0577673146388699,10000,10000
200,"sine",0.5,4,4,"MIC",0.9964,0.000598919026246457,0.260130474726308,10000,10000
200,"sine",0.5,4,1,"B_n",0.9849,0.00121950768755265,9.43391260832717,10000,10000
200,"sine",0.5,4,1,"P_n",0.9849,0.00121950768755265,9.39844314466545,10000,10000
200,"sine",0.5,4,1,"Hoeffding",0.9958,0.000646711682281987,0.00459765179188529,10000,10000
200,"sine",0.5,4,1,"dCov",0.9965,0.000590571756859397,0.165184013616661,10000,10000
200,"sine",0.5,4,1,"HHG",0.9978,0.00046852534616603,57608.486056056,10000,10000
200,"sine",0.5,4,1,"Genest",0.9952,0.000691155554126568,0.0575142252014026,10000,10000
200,"sine",0.5,4,1,"MIC",0.9966,0.00058210308365443,0.260672232752138,10000,10000
200,"sine",0.6,4,4,"B_n",0.7093,0.00454085355412394,26.4650570183766,10000,10000
200,"sine",0.6,4,4,"P_n",0.7011,0.00457775916797728,26.3415362339152,10000,10000
200,"sine",0.6,4,4,"Hoeffding",0.9588,0.0019875250941812,0.00464959210222874,10000,10000
200,"sine",0.6,4,4,"dCov",0.9629,0.00189006851727656,0.165591546579033,10000,10000
200,"sine",0.6,4,4,"HHG",0.9733,0.00161205179817523,57099.1851155778,10000,10000
200,"sine",0.6,4,4,"Genest",0.9525,0.00212705782714058,0.0578482038264076,10000,10000
200,"sine",0.6,4,4,"MIC",0.9563,0.00204426783959441,0.260974766091823,10000,10000
200,"sine",0.6,4,1,"B_n",0.9322,0.00251402386623516,9.36885819827086,10000,10000
200,"sine",0.6,4,1,"P_n",0.9322,0.00251402386623516,9.33517002976622,10000,10000
200,"sine",0.6,4,1,"Hoeffding",0.9588,0.0019875250941812,0.0047094259111561,10000,10000
200,"sine",0.6,4,1,"dCov",0.962,0.0019119623427254,0.166049256271807,10000,10000
200,"sine",0.6,4,1,"HHG",0.9764,0.00151799341237042,56377.5093118818,10000,10000
200,"sine",0.6,4,1,"Genest",0.9534,0.00210780549387271,0.0584613944513926,10000,10000
200,"sine",0.6,4,1,"MIC",0.9595,0.00197128765024286,0.26080007005519,10000,10000
200,"sine",0.7,4,4,"B_n",0.574,0.00494493680444958,26.3090307902481,10000,10000
200,"sine",0.7,4,4,"P_n",0.5678,0.00495381832529212,26.136308457427,10000,10000
200,"sine",0.7,4,4,"Hoeffding",0.851,0.00356088472152638,0.00478220373817831,10000,10000
200,"sine",0.7,4,4,"dCov",0.8686,0.00337837298118488,0.165765097878778,10000,10000
200,"sine",0.7,4,4,"HHG",0.889,0.00314132137801913,56899.3850521177,10000,10000
200,"sine",0.7,4,4,"Genest",0.8453,0.00361618459152737,0.058614087201397,10000,10000
200,"sine",0.7,4,4,"MIC",0.8495,0.00357560833984932,0.260893881914561,10000,10000
200,"sine",0.7,4,1,"B_n",0.8401,0.00366513287617243,9.72393522218782,10000,10000
200,"sine",0.7,4,1,"P_n",0.8401,0.00366513287617243,9.68026908289003,10000,10000
200,"sine",0.7,4,1,"Hoeffding",0.8493,0.00357756215878914,0.00492011018996927,10000,10000
200,"sine",0.7,4,1,"dCov",0.8642,0.00342576064546255,0.167009801384844,10000,10000
200,"sine",0.7,4,1,"HHG",0.8859,0.00317932681553816,57531.0356765792,10000,10000
200,"sine",0.7,4,1,"Genest",0.8463,0.00360660934951375,0.0589612855138893,10000,10000
200,"sine",0.7,4,1,"MIC",0.8422,0.00364553370578301,0.261332949173939,10000,10000
200,"sine",0.8,4,4,"B_n",0.4512,0.00497612861570117,26.2529828177564,10000,10000
200,"sine",0.8,4,4,"P_n",0.4442,0.00496876604399925,26.1326071876298,10000,10000
200,"sine",0.8,4,4,"Hoeffding",0.7304,0.00443752002812382,0.00469481378037483,10000,10000
200,"sine",0.8,4,4,"dCov",0.7376,0.00439938904849298,0.166228300548837,10000,10000
200,"sine",0.8,4,4,"HHG",0.7497,0.00433185768464293,57023.6538485736,10000,10000
200,"sine",0.8,4,4,"Genest",0.7301,0.00443907636789456,0.0576284951388853,10000,10000
200,"sine",0.8,4,4,"MIC",0.6955,0.00460195338959447,0.260939688596635,10000,10000
200,"sine",0.8,4,1,"B_n",0.735,0.00441333207452147,9.4982216569258,10000,10000
200,"sine",0.8,4,1,"P_n",0.735,0.00441333207452147,9.46097064696679,10000,10000
200,"sine",0.8,4,1,"Hoeffding",0.7246,0.00446715614233485,0.00468830473940323,10000,10000
200,"sine",0.8,4,1,"dCov",0.7444,0.00436197936721393,0.165787907555986,10000,10000
200,"sine",0.8,4,1,"HHG",0.7533,0.00431090605325609,56906.3203013521,10000,10000
200,"sine",0.8,4,1,"Genest",0.7204,0.00448802673788827,0.0577918105763903,10000,10000
200,"sine",0.8,4,1,"MIC",0.6992,0.00458605887445855,0.260634325940585,10000,10000
200,"sine",0.9,4,4,"B_n",0.3515,0.00477438739525816,26.487038550626,10000,10000
200,"sine",0.9,4,4,"P_n",0.346,0.00475693178424917,26.3408877189245,10000,10000
200,"sine",0.9,4,4,"Hoeffding",0.6073,0.00488351011056596,0.00469449056936895,10000,10000
200,"sine",0.9,4,4,"dCov",0.6266,0.00483706977415046,0.165671654621696,10000,10000
200,"sine",0.9,4,4,"HHG",0.6165,0.00486238367470112,57213.8789480554,10000,10000
200,"sine",0.9,4,4,"Genest",0.608,0.00488196681676555,0.057768853201378,10000,10000
200,"sine",0.9,4,4,"MIC",0.5643,0.00495848273164282,0.260806793751475,10000,10000
200,"sine",0.9,4,1,"B_n",0.6284,0.00483232283689739,9.45293247128926,10000,10000
200,"sine",0.9,4,1,"P_n",0.6284,0.00483232283689739,9.41693824565643,10000,10000
200,"sine",0.9,4,1,"Hoeffding",0.6097,0.00487817496611181,0.00477517964190358,10000,10000
200,"sine",0.9,4,1,"dCov",0.6278,0.00483391311465152,0.166440536916093,10000,10000
200,"sine",0.9,4,1,"HHG",0.6142,0.00486783689126906,57398.9989428893,10000,10000
200,"sine",0.9,4,1,"Genest",0.6051,0.00488829203301112,0.0586144387638885,10000,10000
200,"sine",0.9,4,1,"MIC",0.5692,0.00495188206644706,0.26060969943304,10000,10000
200,"sine",1,4,4,"B_n",0.2708,0.00444372996479309,26.5588175363845,10000,10000
200,"sine",1,4,4,"P_n",0.265,0.00441333207452147,26.4796580969235,10000,10000
200,"sine",1,4,4,"Hoeffding",0.4818,0.00499668650207315,0.00484454753464322,10000,10000
200,"sine",1,4,4,"dCov",0.4976,0.00499994239966822,0.167287998623581,10000,10000
200,"sine",1,4,4,"HHG",0.4652,0.00498787489819061,57549.7792008766,10000,10000
200,"sine",1,4,4,"Genest",0.49,0.00499899989997999,0.0583858853263749,10000,10000
200,"sine",1,4,4,"MIC",0.4156,0.00492825161695301,0.261776837698444,10000,10000
200,"sine",1,4,1,"B_n",0.5357,0.00498723881521629,9.4629178818787,10000,10000
200,"sine",1,4,1,"P_n",0.5357,0.00498723881521629,9.42664743770086,10000,10000
200,"sine",1,4,1,"Hoeffding",0.5041,0.00499983189717414,0.00471577187757345,10000,10000
200,"sine",1,4,1,"dCov",0.5203,0.00499587740041727,0.165977628126453,10000,10000
200,"sine",1,4,1,"HHG",0.5085,0.00499927744779183,56790.6619619582,10000,10000
200,"sine",1,4,1,"Genest",0.5028,0.00499992159938533,0.0583055032639096,10000,10000
200,"sine",1,4,1,"MIC",0.4318,0.00495326922345232,0.261564261619705,10000,10000
200,"sine",1.1,4,4,"B_n",0.2377,0.00425674417835979,26.327849671014,10000,10000
200,"sine",1.1,4,4,"P_n",0.2351,0.00424061304530371,26.2054654475257,10000,10000
200,"sine",1.1,4,4,"Hoeffding",0.4323,0.00495395508659495,0.00460120636363526,10000,10000
200,"sine",1.1,4,4,"dCov",0.439,0.00496265050149615,0.165485020000309,10000,10000
200,"sine",1.1,4,4,"HHG",0.4072,0.00491312690656368,56972.9864332956,10000,10000
200,"sine",1.1,4,4,"Genest",0.4338,0.00495598184016043,0.0570634767013985,10000,10000
200,"sine",1.1,4,4,"MIC",0.3439,0.00475008199929222,0.26068404844762,10000,10000
200,"sine",1.1,4,1,"B_n",0.4596,0.00498365167322115,9.46159138813419,10000,10000
200,"sine",1.1,4,1,"P_n",0.4596,0.00498365167322115,9.42535766622319,10000,10000
200,"sine",1.1,4,1,"Hoeffding",0.4166,0.00492995375231858,0.00482672275626805,10000,10000
200,"sine",1.1,4,1,"dCov",0.4184,0.0049329650312971,0.167440766556028,10000,10000
200,"sine",1.1,4,1,"HHG",0.3925,0.00488307024319741,57385.9063421862,10000,10000
200,"sine",1.1,4,1,"Genest",0.412,0.00492195083274915,0.0590952304513899,10000,10000
200,"sine",1.1,4,1,"MIC",0.348,0.00476336015854355,0.261005143448765,10000,10000
200,"sine",1.2,4,4,"B_n",0.2122,0.00408865699221639,26.0429164602111,10000,10000
200,"sine",1.2,4,4,"P_n",0.212,0.00408724846320847,25.8821077103411,10000,10000
200,"sine",1.2,4,4,"Hoeffding",0.3698,0.00482750411703605,0.00459076866537938,10000,10000
200,"sine",1.2,4,4,"dCov",0.3843,0.00486429347387676,0.164859403073413,10000,10000
200,"sine",1.2,4,4,"HHG",0.3405,0.00473877357551508,56976.5163143546,10000,10000
200,"sine",1.2,4,4,"Genest",0.371,0.00483072458333116,0.057168728388892,10000,10000
200,"sine",1.2,4,4,"MIC",0.2774,0.00447715579358146,0.261037493650817,10000,10000
200,"sine",1.2,4,1,"B_n",0.3956,0.00488979181560933,9.44324191706928,10000,10000
200,"sine",1.2,4,1,"P_n",0.3956,0.00488979181560933,9.40751528028717,10000,10000
200,"sine",1.2,4,1,"Hoeffding",0.345,0.00475368278285373,0.00490032114210839,10000,10000
200,"sine",1.2,4,1,"dCov",0.3649,0.00481402108429118,0.166836299678088,10000,10000
200,"sine",1.2,4,1,"HHG",0.326,0.00468747266658697,57295.5539317802,10000,10000
200,"sine",1.2,4,1,"Genest",0.3522,0.00477655901251099,0.0588328455138833,10000,10000
200,"sine",1.2,4,1,"MIC",0.2868,0.00452267354559225,0.260548253752157,10000,10000
200,"sine",1.3,4,4,"B_n",0.1652,0.00371360956483042,26.5929034809454,10000,10000
200,"sine",1.3,4,4,"P_n",0.1635,0.00369821240601456,26.4454380121531,10000,10000
200,"sine",1.3,4,4,"Hoeffding",0.3012,0.00458779424124491,0.00474404107831852,10000,10000
200,"sine",1.3,4,4,"dCov",0.3062,0.00460913831426222,0.166570776669969,10000,10000
200,"sine",1.3,4,4,"HHG",0.2691,0.00443492040514821,57267.2435515502,10000,10000
200,"sine",1.3,4,4,"Genest",0.2928,0.00455047426099742,0.0590386351388987,10000,10000
200,"sine",1.3,4,4,"MIC",0.2329,0.00422679062646827,0.260461129310033,10000,10000
200,"sine",1.3,4,1,"B_n",0.3428,0.0047464529914453,9.4947575833054,10000,10000
200,"sine",1.3,4,1,"P_n",0.3428,0.0047464529914453,9.45760306893711,10000,10000
200,"sine",1.3,4,1,"Hoeffding",0.3087,0.00461957043457506,0.00465250490560597,10000,10000
200,"sine",1.3,4,1,"dCov",0.318,0.00465699473909945,0.165272751765895,10000,10000
200,"sine",1.3,4,1,"HHG",0.2824,0.00450166902381772,57117.7427213533,10000,10000
200,"sine",1.3,4,1,"Genest",0.3119,0.00463269241370502,0.057549728888886,10000,10000
200,"sine",1.3,4,1,"MIC",0.2313,0.00421663740437804,0.261902009660793,10000,10000
200,"sine",1.4,4,4,"B_n",0.1618,0.00368267239922315,26.2693621062,10000,10000
200,"sine",1.4,4,4,"P_n",0.1602,0.00366791439376657,26.1174445195875,10000,10000
200,"sine",1.4,4,4,"Hoeffding",0.2582,0.00437644558974518,0.00481443332377208,10000,10000
200,"sine",1.4,4,4,"dCov",0.2761,0.00447066874192218,0.166003790443128,10000,10000
200,"sine",1.4,4,4,"HHG",0.2338,0.00423246453027075,57406.5701189034,10000,10000
200,"sine",1.4,4,4,"Genest",0.2678,0.00442812782110002,0.0579277371389025,10000,10000
200,"sine",1.4,4,4,"MIC",0.1929,0.00394575201957751,0.261593967247675,10000,10000
200,"sine",1.4,4,1,"B_n",0.2944,0.00455772574866018,9.47626556626095,10000,10000
200,"sine",1.4,4,1,"P_n",0.2944,0.00455772574866018,9.4396250783798,10000,10000
200,"sine",1.4,4,1,"Hoeffding",0.2596,0.00438415145723776,0.00485081574979486,10000,10000
200,"sine",1.4,4,1,"dCov",0.2667,0.00442234225269822,0.167539193519008,10000,10000
200,"sine",1.4,4,1,"HHG",0.2422,0.00428414705629954,57026.0758733676,10000,10000
200,"sine",1.4,4,1,"Genest",0.2535,0.00435014654925555,0.0594730378888887,10000,10000
200,"sine",1.4,4,1,"MIC",0.1921,0.00393951253329647,0.261155843938229,10000,10000
200,"sine",1.5,4,4,"B_n",0.1333,0.00339898676078622,26.355134181848,10000,10000
200,"sine",1.5,4,4,"P_n",0.133,0.00339574734042449,26.1985191588552,10000,10000
200,"sine",1.5,4,4,"Hoeffding",0.217,0.00412202620079009,0.00494567389118097,10000,10000
200,"sine",1.5,4,4,"dCov",0.2288,0.0042006018616384,0.167502890930146,10000,10000
200,"sine",1.5,4,4,"HHG",0.1949,0.00396123705425464,57049.1209821737,10000,10000
200,"sine",1.5,4,4,"Genest",0.2214,0.00415189161708251,0.0592245548263884,10000,10000
200,"sine",1.5,4,4,"MIC",0.1728,0.00378074278416292,0.260281774932441,10000,10000
200,"sine",1.5,4,1,"B_n",0.2646,0.0044111998367791,9.3299817015696,10000,10000
200,"sine",1.5,4,1,"P_n",0.2646,0.0044111998367791,9.29734801355603,10000,10000
200,"sine",1.5,4,1,"Hoeffding",0.2293,0.00420382575756893,0.00472607144556904,10000,10000
200,"sine",1.5,4,1,"dCov",0.2374,0.00425489412324208,0.1666013742682,10000,10000
200,"sine",1.5,4,1,"HHG",0.198,0.00398492158015688,57396.0249827716,10000,10000
200,"sine",1.5,4,1,"Genest",0.2359,0.00424559995760317,0.0577632940763873,10000,10000
200,"sine",1.5,4,1,"MIC",0.1728,0.00378074278416292,0.26053806160406,10000,10000
200,"sine",1.6,4,4,"B_n",0.1228,0.00328207495344028,26.4377793279,10000,10000
200,"sine",1.6,4,4,"P_n",0.1214,0.00326591549186442,26.3034891814031,10000,10000
200,"sine",1.6,4,4,"Hoeffding",0.2126,0.00409146966260291,0.00462016448058423,10000,10000
200,"sine",1.6,4,4,"dCov",0.2148,0.00410683527792387,0.165328864797767,10000,10000
200,"sine",1.6,4,4,"HHG",0.188,0.0039071217027372,56691.7003478048,10000,10000
200,"sine",1.6,4,4,"Genest",0.2144,0.00410405458053374,0.0576787684513843,10000,10000
200,"sine",1.6,4,4,"MIC",0.1508,0.00357853824906204,0.260976873033347,10000,10000
200,"sine",1.6,4,1,"B_n",0.2318,0.0042198194274163,9.4897474564994,10000,10000
200,"sine",1.6,4,1,"P_n",0.2318,0.0042198194274163,9.45273239251225,10000,10000
200,"sine",1.6,4,1,"Hoeffding",0.2098,0.00407165764769093,0.00472318975847313,10000,10000
200,"sine",1.6,4,1,"dCov",0.2196,0.00413975651457909,0.165535018126509,10000,10000
200,"sine",1.6,4,1,"HHG",0.1782,0.00382681015991125,57441.4487931105,10000,10000
200,"sine",1.6,4,1,"Genest",0.2096,0.00407023144305087,0.0582605670763995,10000,10000
200,"sine",1.6,4,1,"MIC",0.147,0.00354105916358369,0.261718467961776,10000,10000
200,"sine",1.7,4,4,"B_n",0.1078,0.00310127651137399,26.3663459045832,10000,10000
200,"sine",1.7,4,4,"P_n",0.1077,0.00310001145159175,26.2235356660582,10000,10000
200,"sine",1.7,4,4,"Hoeffding",0.1769,0.00381584053650044,0.00493467941262115,10000,10000
200,"sine",1.7,4,4,"dCov",0.1794,0.00383686903607616,0.167711120333932,10000,10000
200,"sine",1.7,4,4,"HHG",0.1506,0.00357658552253403,57771.831569395,10000,10000
200,"sine",1.7,4,4,"Genest",0.1753,0.00380223500062792,0.0596512132638896,10000,10000
200,"sine",1.7,4,4,"MIC",0.1348,0.0034150982416323,0.260985442791526,10000,10000
200,"sine",1.7,4,1,"B_n",0.2097,0.00407094473064914,9.48450963221771,10000,10000
200,"sine",1.7,4,1,"P_n",0.2097,0.00407094473064914,9.44764022146596,10000,10000
200,"sine",1.7,4,1,"Hoeffding",0.1874,0.00390232289796731,0.00473712671721843,10000,10000
200,"sine",1.7,4,1,"dCov",0.1928,0.0039449735106842,0.166673594844457,10000,10000
200,"sine",1.7,4,1,"HHG",0.1512,0.00358243715925346,57684.601192351,10000,10000
200,"sine",1.7,4,1,"Genest",0.1867,0.00389670514665916,0.05844234663888,10000,10000
200,"sine",1.7,4,1,"MIC",0.1366,0.00343424576872419,0.260698977318497,10000,10000
200,"sine",1.8,4,4,"B_n",0.1065,0.00308476498294441,26.3813924130511,10000,10000
200,"sine",1.8,4,4,"P_n",0.106,0.00307837619533416,26.2727288034693,10000,10000
200,"sine",1.8,4,4,"Hoeffding",0.1875,0.003903123748999,0.0044669160259986,10000,10000
200,"sine",1.8,4,4,"dCov",0.1891,0.00391588036078734,0.164283634816223,10000,10000
200,"sine",1.8,4,4,"HHG",0.1544,0.00361331758914159,56612.4510765993,10000,10000
200,"sine",1.8,4,4,"Genest",0.1845,0.00387891415218228,0.0567377522014025,10000,10000
200,"sine",1.8,4,4,"MIC",0.1219,0.00327170276767313,0.261379177513651,10000,10000
200,"sine",1.8,4,1,"B_n",0.197,0.0039773232204587,9.3802040493724,10000,10000
200,"sine",1.8,4,1,"P_n",0.197,0.0039773232204587,9.34620672459775,10000,10000
200,"sine",1.8,4,1,"Hoeffding",0.1687,0.00374486728736814,0.00474090042409796,10000,10000
200,"sine",1.8,4,1,"dCov",0.1741,0.00379195450922081,0.166322963302236,10000,10000
200,"sine",1.8,4,1,"HHG",0.1435,0.00350582016081829,57614.1306362732,10000,10000
200,"sine",1.8,4,1,"Genest",0.1717,0.00377119490347556,0.0581687854513934,10000,10000
200,"sine",1.8,4,1,"MIC",0.1155,0.00319624388931758,0.262050815913533,10000,10000
200,"sine",1.9,4,4,"B_n",0.0967,0.002955488284531,26.3789596763862,10000,10000
200,"sine",1.9,4,4,"P_n",0.0964,0.00295139018091475,26.2530760039962,10000,10000
200,"sine",1.9,4,4,"Hoeffding",0.1594,0.00366048685286534,0.00470684296402353,10000,10000
200,"sine",1.9,4,4,"dCov",0.1632,0.00369548048296835,0.165865919755644,10000,10000
200,"sine",1.9,4,4,"HHG",0.1295,0.00335752513021124,57421.2107004966,10000,10000
200,"sine",1.9,4,4,"Genest",0.1599,0.00366513287617243,0.0583228062638843,10000,10000
200,"sine",1.9,4,4,"MIC",0.1173,0.00321777423073776,0.260133653971316,10000,10000
200,"sine",1.9,4,1,"B_n",0.1631,0.00369456885170652,9.57540180578641,10000,10000
200,"sine",1.9,4,1,"P_n",0.1631,0.00369456885170652,9.53598564170623,10000,10000
200,"sine",1.9,4,1,"Hoeffding",0.1556,0.00362475709530997,0.00470439018075223,10000,10000
200,"sine",1.9,4,1,"dCov",0.1606,0.00367161599299273,0.165765337883921,10000,10000
200,"sine",1.9,4,1,"HHG",0.1436,0.00350683675126174,56687.1815407379,10000,10000
200,"sine",1.9,4,1,"Genest",0.1565,0.00363328707921628,0.0579852283263807,10000,10000
200,"sine",1.9,4,1,"MIC",0.1173,0.00321777423073776,0.260381143967958,10000,10000
200,"sine",2,4,4,"B_n",0.0984,0.00297854729692177,26.3676616379439,10000,10000
200,"sine",2,4,4,"P_n",0.0986,0.00298124202305012,26.2104432634352,10000,10000
200,"sine",2,4,4,"Hoeffding",0.1435,0.00350582016081829,0.00473071739426628,10000,10000
200,"sine",2,4,4,"dCov",0.1483,0.00355397115914015,0.166089305285881,10000,10000
200,"sine",2,4,4,"HHG",0.1299,0.00336193381850387,57074.7268869043,10000,10000
200,"sine",2,4,4,"Genest",0.1449,0.00351999985795454,0.0582434842014051,10000,10000
200,"sine",2,4,4,"MIC",0.0996,0.00299465924605789,0.261725708577103,10000,10000
200,"sine",2,4,1,"B_n",0.1611,0.00367623163035193,9.31075142448318,10000,10000
200,"sine",2,4,1,"P_n",0.1611,0.00367623163035193,9.27863655826498,10000,10000
200,"sine",2,4,1,"Hoeffding",0.1404,0.00347401554400668,0.00472604186735485,10000,10000
200,"sine",2,4,1,"dCov",0.1465,0.00353606773125176,0.165924467962722,10000,10000
200,"sine",2,4,1,"HHG",0.1282,0.00334312368900703,56785.714083597,10000,10000
200,"sine",2,4,1,"Genest",0.1431,0.00350174799207482,0.0580105915138884,10000,10000
200,"sine",2,4,1,"MIC",0.1001,0.003001332870576,0.261382754382203,10000,10000
200,"fourth root",0.1,4,4,"B_n",1,0,26.4743099503408,10000,10000
200,"fourth root",0.1,4,4,"P_n",1,0,26.3243319954649,10000,10000
200,"fourth root",0.1,4,4,"Hoeffding",1,0,0.00474071703916996,10000,10000
200,"fourth root",0.1,4,4,"dCov",1,0,0.164942138246123,10000,10000
200,"fourth root",0.1,4,4,"HHG",1,0,57381.9761629785,10000,10000
200,"fourth root",0.1,4,4,"Genest",1,0,0.058112844888894,10000,10000
200,"fourth root",0.1,4,4,"MIC",1,0,0.260565340671433,10000,10000
200,"fourth root",0.1,4,1,"B_n",1,0,9.66537412221441,10000,10000
200,"fourth root",0.1,4,1,"P_n",1,0,9.62339664365654,10000,10000
200,"fourth root",0.1,4,1,"Hoeffding",1,0,0.00476886615236541,10000,10000
200,"fourth root",0.1,4,1,"dCov",1,0,0.166544203542486,10000,10000
200,"fourth root",0.1,4,1,"HHG",1,0,57446.78113578,10000,10000
200,"fourth root",0.1,4,1,"Genest",1,0,0.0582663973888907,10000,10000
200,"fourth root",0.1,4,1,"MIC",1,0,0.261892731228236,10000,10000
200,"fourth root",0.2,4,4,"B_n",1,0,26.4028624009521,10000,10000
200,"fourth root",0.2,4,4,"P_n",1,0,26.2055071539907,10000,10000
200,"fourth root",0.2,4,4,"Hoeffding",1,0,0.00474045785513839,10000,10000
200,"fourth root",0.2,4,4,"dCov",1,0,0.165754385423434,10000,10000
200,"fourth root",0.2,4,4,"HHG",1,0,57357.5863047835,10000,10000
200,"fourth root",0.2,4,4,"Genest",1,0,0.0576469571388928,10000,10000
200,"fourth root",0.2,4,4,"MIC",1,0,0.261226699522392,10000,10000
200,"fourth root",0.2,4,1,"B_n",1,0,9.48600305728838,10000,10000
200,"fourth root",0.2,4,1,"P_n",1,0,9.44909211941602,10000,10000
200,"fourth root",0.2,4,1,"Hoeffding",1,0,0.00473392203602355,10000,10000
200,"fourth root",0.2,4,1,"dCov",1,0,0.164594189126595,10000,10000
200,"fourth root",0.2,4,1,"HHG",1,0,57298.2703826262,10000,10000
